id,title,abstract
HRCS22_16556,Hysteresis conveys the EMT spread to the neighborhood tumor cells and metastasis,"Cancer metastasis is a complex process with multiple challenges that disseminated tumour cells need to overcome to form overt metastasis, yet many biological aspects of metastasis are poorly understood. One of the most studied tumour cell phenotypic changes during metastasis is the epithelial-to-mesenchymal transition (EMT). This is a reversible transdifferentiation into a mesenchymal phenotype that favours cancer cell dissemination and cell plasticity to adapt to new conditions. We have recently described the dynamics of EMT at single cell level, by a molecular feedback loop that governs a bistable switch among the epithelial and mesenchymal state, also called hysteresis. However, how the dynamics affects group-decision processes at the cell population level has not been yet well studied. Remarkably, our recent data in 2D cell cultures show that EMT-like cells can spatially spread the EMT induction to the neighbourhood when the recipient cells are wired to undergo EMT by hysteresis. In this proposal, we aim to study the collective effects of hysteretic-EMT that resonates into spreading the EMT across cancer cell populations and its epigenetic mediators. For this purpose, we will use unique models of hysteresis and non-hysteresis cancer cells that we have previously generated, and inducible EMT systems with precise space and time control in 3D cultures in vitro, as well as in vivo breast cancer models. Advanced microscopy imaging, flow-cytometry analysis, ATAC-sequencing, and genome-wide DNA methylation will be used to model and unveil the mechanisms involved in the EMT spreading effect. Overall, this proposal will characterize the ability of cancer cells to amplify the EMT signal received by tumour cells, and the epigenetic mechanisms underlying it. This can lead to specific treatments to disrupt the spreading effect in order to halt cancer metastasis."
HRCS22_16615,Harnessing the metastatic mechanical microenvironment to identify signalling and metabolic cues that support breast cancer relapse,"A primary clinical challenge of breast cancer is relapse at a secondary site after tumour removal. Epidemiological and experimental studies on ER+ patients suggest the presence of disseminated dormant cancer cells (DDCCs) that remain as micro-metastases for long time, are refractory to chemotherapy, and remain quiescent until they reawaken. So far studies focused on how DDCCs reawaken; however, these results are hard to translate into clinical care, because they would result in lifelong therapies to prevent relapse. We instead propose to tackle how DDCCs survive during quiescence, with the goal of eradicating them before they wake-up. Our preliminary data suggest that the metastatic microenvironment of the lung, a clinically-relevant site of metastasis, rewires DDCCs’ metabolism. Transcriptomic analysis revealed that DDCCs isolated from lungs, cultivated on a soft extracellular matrix (ECM) and on a coculture system with lung epithelial and stromal cells share unique metabolic traits, namely SREBP/lipid synthesis and NRF2/glutathione metabolism. These results strikingly match in vitro experimental data on regulation of the same pathways by ECM softness, thus prompting us to test whether these pathways, and other adaptive metabolic traits that we propose to identify, influence survival of DDCCs. Moreover we will test if the relevant metabolic reprogramming is a shared survival strategy of DDCCs disseminated in the bone marrow, another key metastatic sites, and if common traits can be identified. We will combine regulation of ECM mechanics, a novel organ-mimicking coculture system of DDCCs and in vivo assays in animal models to study mechanisms of metabolic plasticity and address how this influences signaling pathways involved in survival. We thus propose an innovative experimental set-up, joined to strong preliminary hypotheses, to better understand how the local metastatic microenvironment reprograms DDCCs’ metabolism, with the ultimate goal of identifying new targets to hinder DDCCs survival before they relapse."
HRCS22_16642,Long noncoding RNAs as regulators of replication stress: novel targets for treatment of chemoresistant colorectal cancer,"Replication stress (RS) is the main source of DNA damage occurring to cells suffering genomic instability, due to excessive amounts of single stranded DNA at replication forks. Because of the importance of this pathway in cell survival and cancer malignancy, RS pathway is an ideal target for cancer therapy. Alterations of DNA damage response genes is a hallmark of colon cancer. This, combined with high KRAS mutation frequency affecting these tumors, make a high percentage of colon cancers dependent from RS machinery, and a worth candidate for RS pathway targeting therapies. Affecting the proteins involved in RS response is a promising therapeutic strategy currently being evaluated. However, most of the therapeutic approaches have shown limitations mainly due to cytotoxicity and activation of molecular mechanisms leading to drug resistance. However, proteins only represent a fraction of the functional molecules in our cells. A large portion of the human genome is transcribed in long noncoding RNAs (lncRNAs). Despite lacking protein-coding capacity, lncRNAs have important cellular functions, and can be involved in genomic instability. Moreover, their highly specific regulatory roles and expression patterns postulate lncRNAs as ideal targets for therapies.  In agreement with these notions, we and other groups have focused on the study of lncRNAs as important regulators of gene functions in the context of replication. Despite emerging evidences, to date no significant knowledge on noncoding RNA based regulation of RS response is available. The aim of this project is to apply cutting-edge methodologies for the identification of lncRNAs functionally and topologically linked to RS response under RS stimuli in resistant colon cancer. We expect to identify key regulators of genomic integrity and stability. Moreover, we will explore the targeting of these lncRNAs as therapeutic anticancer options to fulfill the need of new approaches for colon cancers developing resistance to common treatments."
HRCS22_16698,MYC antagonist MNT: a new target for blood cancers,"This project explores the role of the MYC-related transcriptional repressor MNT in acute myeloid leukaemia (AML). Specifically, we will determine whether loss of MNT in AML driven by MLL-fusion genes enhances susceptibility of AML to apoptosis. We and others have recently shown that MYC-driven lymphomagenesis is exquisitely dependent on MNT suppression of apoptosis. Using both conditional gene deletion and targeted protein degradation approaches, we will investigate whether MLL-fusion AMLs, which express elevated MYC, are also vulnerable to MNT loss. If so, MNT becomes an exciting new target for drug development for AML, which sorely needs new therapeutic approaches."
HRCS22_16756,Inhibition of mitochondrial translation to prevent metastasis,"Metastasis is the leading cause of cancer-related deaths and is often the result of therapy resistance. Metastatic processes are driven by selective survival advantages of cancer cells caused by a combination of intrinsic genetic, epigenetic and metabolic changes. Metabolic flexibility, and in particular the fast balance between glycolytic and mitochondrial energy production, is a hallmark of aggressive, invasive, and metastatic cancers. Our previous work revealed that RNA modifications occurring in transfer RNA (tRNA) shape the fast adaptation of gene expression programs to external stimuli by dynamically tuning mitochondrial and cytoplasmic translation rates. Here, we propose that the active switch to high levels of mitochondrial protein synthesis is key for metabolic reprogramming during human cancer metastasis. Using a combination of system-wide approaches, orthotopic transplantation assays and three-dimensional in vitro culture systems, we propose to (1) decipher the underlying mechanism how dynamic regulation of mitochondrial translation promotes metastasis; (2) identify the tumour-initiating cell population requiring mitochondrial metabolic reprogramming to undergo metastasis; and (3) test inhibitors of mitochondrial translation in the prevention and treatment of metastasis. Our research plan will unravel the functional role of the mitochondrial translation machinery in tumourigenesis and determine how this genome-independent control mechanism contributes to cancer metastasis. Our approach to use specific inhibitors of mitochondrial translation in the prevention and treatment of cancer metastasis may offer a new therapeutic strategy that can be immediately optimised further for clinical studies."
HRCS22_16792,Unveiling the evolutionary processes and molecular pathways underlying the development and progression of lung neuroendocrine neoplasms,"Background. It has been widely accepted that well-differentiated, low-grade typical and intermediate-grade atypical pulmonary carcinoids have unique clinico-histopathological traits with no causative relationship or genetic, epidemiologic, or clinical traits in common with poorly-differentiated, high-grade LCNECs (large-cell neuroendocrine carcinomas) and SCLCs (small-cell lung cancers). However, we have recently identified a group of atypical carcinoids (named supra-carcinoids) that exhibit genuine carcinoid-like morphology but molecular and clinical features of LCNEC, challenging the above-mentioned general belief. Project objectives and research approach. We hypothesize that atypical carcinoids can evolve from typical carcinoids and that a subgroup of atypical carcinoids might progress to high-grade lung neuroendocrine neoplasms. To test our hypothesis we will take advantage of a unique biorepository, a multidisciplinary team, and an innovative research approach to study the evolutionary processes of pulmonary carcinoids through multi-region, multi-omic analyses of 20 primary pulmonary carcinoid patients. Expected results. The experiments that we propose will allow us to elucidate the molecular underpinnings of lung neuroendocrine neoplasm initiation and progression. We also expect to reveal vulnerabilities that will have meaningful implications for the treatment and stratification of patients with these tumor types. Additionally, the methods and techniques we will develop for the analysis of multi-region, multi-omic data will be applicable to most of the cancer types, allowing other researchers to design similar studies."
HRCS22_16839,Examining the role of the pathogenic bone marrow microenvironment and hematopoietic stem cell stress in the development of leukaemia in blood cancer predisposition,"Myelodysplastic syndrome/acute myeloid leukaemia (MDS/AML) are aggressive haematological malignancies with poor clinical outcomes. Germline drivers are recognized to account for over 10-15% of all blood cancers, often caused by mutations in DDX41, GATA2 and RUNX1. An inherited predisposition to blood cancer is associated with many serious clinical risks throughout life, including life threatening infection and bone marrow failure due to defective production and function of blood cells; and the subsequent development of leukaemia. Little is understood about the transition from predisposition to overt leukaemia. We have shown that somatic mutations may signal leukaemic progression, but this is not always the case. Clinical histories indicate that environmental stressors, including exposure to infectious agents, viral and bacterial, may influence the HSC, both driving adaptive genetic change and creating a permissive environment for leukaemia development. However the contribution of predisposition mutations to HSC fitness and the pathogenic micro-environment that is essential for the establishment of disease, has largely been overlooked. We have established mouse models of pathogenic predisposition mutations in RUNX1, GATA2 and DDX41; primary bone marrow stromal cell models from carriers; and a state of the art humanised bone marrow ossicle xenotransplantation mouse model. Using these and, primary patient samples through our Australian Familial Haematological Cancer Study, we are in a unique position to perform experiments to establish if mutations in predisposition genes in the bone marrow microenvironment and HSC cross talk to establish MDS/AML, and examine the role of environmental HSC stressors play in influencing this process. These studies will provide new insights into the factors and mechanisms that influence leukaemia development, potentially uncovering new therapeutic targets and strategies for prevention of leukaemia."
HRCS22_16877,Probing the mechanisms of chemotherapy response in ovarian cancers according to their centrosome status,"Centrosomes are the major microtubule organizing center of animal cells, playing essential functions in intracellular organization, cell polarity, and cell division. Centrosome numbers are tightly controlled during the cell cycle to ensure that prior to mitosis cells contain two centrosomes to assemble a bipolar mitotic spindle. Centrosome amplification, the presence of more than two centrosomes in a cell, has been described as a common feature of human cancers and it is known to promote tumorigenesis when induced in animals. However, little is known about the real status of centrosome numbers in human cancers and whether centrosome numerical alterations are solely associated with poor prognosis. To address this question, we have analysed a large cohort of human high grade serous ovarian cancers (HGSOCs) from 100 patients using state-of-the-art microscopy to determine the centrosome-nucleus index (CNI) of each tumour. We found that HGSOCs are highly heterogeneous, but surprisingly, even if presenting higher CNI than healthy tissues, centrosome amplification was not frequent. Strikingly, we found that high CNI correlates with better sensitivity to chemotherapy and so better patient outcome. Using ovarian cancer cellular models to manipulate centrosome numbers and patient derived xenographs (PDXs), we confirmed these results and found that higher CNI results in a better response to chemotherapy. Our findings highlight a novel paradigm linking centrosome number alterations and tumour progression. In this proposal we will use in vitro and in vivo experimentation to mechanistically investigate how centrosome amplification influence the response to chemotherapy and more importantly its outcome in terms of proliferative capacity and cell fate. This work will generate new insights on how HGSOCs responds to chemotherapy, while providing novel concepts linking the positive contribution of the microtubule cytoskeleton to influence patient survival."
HRCS22_16942,Uncovering the dynamic plasticity of the bone microenvironment in breast cancer metastasis,"Mortality from breast cancer is almost exclusively a result of tumor metastasis, and bone metastasis occur in ~ 75% of patients with advanced disease. Thus, understanding the biology of tumor metastasis is the most significant challenge in cancer research today. The tumor microenvironment was shown to be crucial in supporting tumor growth. However, the role of the bone metastatic microenvironment in the multistage process of metastasis is largely unresolved. The main goal of this study is to uncover the dynamic plasticity of the bone microenvironment, that orchestrates the formation of a hospitable metastatic niche for breast cancer metastasis.  To address this challenge, we will perform profiling at the single cell level of stromal cells isolated from the bone metastatic microenvironment. We will combine mouse models of spontaneous bone metastasis in immune competent mice, single-cell RNA-sequencing (scRNA-seq), patient samples of bone metastasis and functional pre-clinical experiments. This unique comprehensive approach will enable us to systematically investigate, for the first time, the diverse transcriptional and functional landscape of stromal cell subpopulations in the metastatic microenvironment. This knowledge is expected to result in the discovery of actionable nodes for intervention. We will apply pharmacological and genetic tools to target these nodes, and perform pre-clinical trials in an effort to inhibit breast cancer metastatic relapse. Our study will provide a high-dimensional map of the dynamic plasticity and functional variability that underlie the rewiring of the bone metastatic microenvironment, and provide novel mechanistic insights on the molecular changes at the metastatic niche that facilitate the ability of disseminated tumor cells to colonize a hostile microenvironment. Understanding the early events that support metastases formation, and the discovery of metastatic niche markers and functional targets are key to the development of effective therapeutic strategies that may prevent metastatic relapse."
HRCS22_17073,PREDiCt-MM: Investigation Of The Paracrine Roles Of Extracellular Vesicle Derived Chemokines In Malignant Melanoma Progression,"Melanoma is an aggressive skin cancer, responsible for most skin cancer deaths. We still know very little about how melanoma spreads through the body. We need this knowledge to produce better treatments. Extracellular vesicles (EVs) are small packets that carry messages between cells, helping cancer cells grow and spread through the body. We will test the role of these EVs in melanoma, looking at messengers in them, known as chemokines. We will undertake this on cells in the laboratory, and blood samples from humans and our companion animal, the dog.   Dogs, like humans, can have melanoma and are treated with surgery and chemotherapy. Melanoma in dogs can also spread, and in general spreads faster than in humans. This quicker progression and survival time will allow us to find results in a shorter time.   The dogs in this project are pets, who develop melanoma naturally and are undergoing treatment with their Vet. We will only use blood samples from the dogs taken as part of their usual treatment, that would be thrown away otherwise. We will not be giving dogs melanoma.  We hope to find new ways to treat melanoma and pick it up earlier in both humans and dogs."
HRCS22_17447,The role of interclonal communication and the tumour microenvironment in driving paediatric GBM and DIPG migration and invasion,"Tumour invasion is one of the major challenges in cancer therapy and this is especially true for highly aggressive tumours like paediatric glioblastoma (pGBM) and diffuse intrinsic pontine glioma (DIPG). Children affected by those tumours have a very poor outcome and no effective treatment despite an increased knowledge of the biology of the disease. pGBM and DIPG have been found to harbour specific driver mutations in histone genes but they are also highly heterogeneous tumours, characterised by a complex subclonal architecture which may drive their infiltrative growth and early spread through the CNS. Understanding the interclonal dynamics within these tumours, and the way they adapt and respond to their microenvironment may offer new therapeutic opportunities to improve outcomes in pGBM/DIPG patients. I propose to characterise the mechanisms by which pGBM/DIPG cells migrate and invade, and identify the key factors that mediate these processes. I will focus on the heterogeneous cell-cell interactions which take place between tumour subclones and with the specific microenvironments of the brain, combining advanced imaging and proteomic analysis coupled to specific drug screens to identify new ways to target pGBM/DIPG migration/invasion."
HRCS22_17675,Next Generation T cell therapies for childhood cancers (NexTGen),"BACKGROUND: Current treatments fail to cure many children with solid cancers. Recent advances in adult cancers such as checkpoint blockade and targeted small molecules have made little impact in childhood disease.  Engineered T-cell therapies can achieve durable responses in refractory lymphoid cancers without long-term toxicity. These are precisely the characteristics required for new treatments for pediatric solid cancers.  In contrast to hematologic malignancies, solid cancers are challenging due to a lack of targets, tumor heterogeneity, and hostile tumor microenvironment (TME). We posit that through advanced cellular engineering we can overcome these challenges. Our vision is that engineered T-cell therapy for childhood solid cancers will become routine within a decade.  Our central hypothesis is that coupling of advanced cellular engineering along with progressive clinical development is the fastest route to developing effective T-cell therapies for pediatric solid tumors. In NGTC we combine detailed studies of primary tumors to discover new targets and understand how the TME subverts T-cell function. This, along with a closely coupled clinical development programme will guide the progressive engineering of T-cells to result in transformative therapies.  NGTC is composed of 6 inter-connected work-packages (WPs) with work initially focused on pediatric sarcomas and brain tumors.  AIMS: WP1: To identify suitable targets for engineered T-cells.  WP2: To understand the TME in pediatric solid cancers.  WP3: To develop receptors and other engineering components which target tumor cells and resist or modulate the TME.  WP4: To evaluate the function of engineered T-cells developed in WP3.  WP5: To translate approaches from WP4 and test them in clinical studies designed for maximal impact.  WP6: To promote data sharing across all WPs  METHODS: Target discovery (WP1) and TME studies (WP2) will utilize mass spectroscopy and chip cytometry respectively. Component engineering (WP3) will use protein engineering methods. To model engineered cell function, WP4 will mostly use intact tumor models such as immune PDXs. In WP5, clinical product generation will involve autologous closed system semi-automated manufacturing. WP6 uses standard and custom databases and data sharing platforms.  USE OF RESULTS: Tumor target and TME data from WP1 and 2 will be uploaded to databases developed by WP6 for widespread distribution. Engineering components from WP3 and functional data from WP4 will be available for incorporation into therapeutic T-cell strategies by the entire community. Clinical study data from WP5 should lead to registration studies, improving cure rates and mitigation of long-term toxicity to realize our Vision."
HRCS22_17914,Timing and Duration of Breastfeeding and Childhood Brain Tumor Risk,"Childhood brain tumours (CBT) have poor survival with potentially devastating long-term treatment effects. Furthermore, in contrast to many other cancers, few modifiable risk factors have been identified. Breastfeeding has been shown to reduce the risk of infection, asthma, and other childhood illnesses (1). We and others have also reported a decreased risk for childhood leukaemia among those who are breastfed and an increased risk among those who are fed formula, especially for longer durations (2-5). To date, few studies have been adequately powered to examine these questions for CBT. A recent meta-analysis of 899 CBT cases (5 studies) provides some limited evidence of an association for ever breastfeeding; yet additional meta-analysis of a smaller number of studies suggests that the inverse association maybe stronger for longer durations (>6 months) of breastfeeding (5). This preliminary evidence suggests that the association between breastfeeding and CBT risk may be more nuanced than has been observed for childhood leukaemia."
HRCS22_17975,Investigating metabolic mechanisms driving childhood brain cancer,"Our goal is to characterize the metabolic mechanisms driving childhood brain cancer and to investigate a dietary strategy for prevention. Gliomas are the most common primary malignant brain tumours in children, and have surpassed leukemia as the leading cause of death. The rising incidence of high-grade pediatric gliomas (HGG) in the UK and US requires immediate action for management and prevention. The well-documented defects in mitochondrial respiratory function cause HGG to depend on glucose and the amino acid glutamine for fermentation-dependent growth. We propose that glucose and glutamine drive HGG growth through a synergistic interaction of the glycolytic, the pentose phosphate (PPP), and the glutaminolysis pathways. A restricted ketogenic diet (KD-R) will be used to target the glycolytic, the PPP, whereas epigallocatechin gallate (EGCG), aminooxyacetic acid (AOA), and CPI-613 will be used to target the glutamate dehydrogenase, the glutamate transamination, and the alpha-ketoglutarate dehydrogenase steps in the glutaminolysis pathway, respectively. Elevated ketones will protect normal neural cells from hypoglycemia. We also predict that the KD-R will facilitate delivery of the glutaminolysis inhibitors to tumours through the blood brain barrier. Support for this hypothesis will be important, as drug delivery to the pediatric brain is a major limitation to effective management of HGG. Finally, we propose that therapeutic ketosis will prevent HGG growth in the juvenile/young adult mouse brain. We will test our hypotheses in vivo using syngeneic HGG mouse models that mimic the major growth and invasive characteristics seen in humans with HGG. The findings will have immediate translational benefit."
HRCS22_18041,The value of circulating tumor DNA dynamics in patient selection for palbociclib treatment,"Addition of palbociclib to endocrine therapy greatly increases the median progression free survival (PFS) of women with estrogen receptor (ER)-positive metastatic breast cancer (MBC). The ongoing Dutch nation-wide prospective clinical SONIA trial will determine the optimal treatment line (first of second) for palbociclib addition in ER-positive MBC patients (Figure 2, project proposal).  However, to maximize palbociclib’s benefits while reducing toxicity and costs, methods are needed for timely identification of i) patients on endocrine monotherapy in need of palbociclib and ii) patients unresponsive to palbociclib.     Aims:   Primary aim: To investigate whether circulating tumor DNA (ctDNA) dynamics (as a proxy for tumor load) can be used for identification of patients either in need of or unresponsive to palbociclib (depending on the study arm).  Secondary aim: To identify and biologically validate palbociclib resistance mechanisms in selected patients by investigating the extent of genetic heterogeneity and the emergence of specific genetic variants.     Techniques and Methodology:  WP1: Serial collection of blood during first line endocrine treatment with and without palbociclib from patients participating in the SONIA trial.  WP2: Mutational profiling of baseline samples with a 93-gene panel covering all major breast cancer driver genes. Identified mutations at baseline will be monitored over time in a patient-specific manner using digital PCR assays.  WP3: Extensive molecular profiling of 25 patients initially responding well to palbociclib-combination treatment at baseline and progressive disease (PD) to identify emerging potentially resistance-associated alterations in these patients. Biological relevance of the identified genes will be determined in vitro.          Impact on breast cancer research:   Results from this study will pave the way for routine use of ctDNA as a proxy for tumor load in treatment monitoring of MBC patients. In addition, more insight will be gained into currently poorly understood palbociclib resistance mechanisms, enabling better patient selection, and potentially novel treatment options."
HRCS22_18109,"eDyNAmiC (extrachromosomal DNA in Cancer) – Understanding the biology of ecDNA generation and action, and developing new ways to target these mechanisms in cancer","Human genes are arranged on 23 pairs of chromosomes, but in cancer, tumour-promoting genes can free themselves from chromosomes and relocate to circular, extrachromosomal pieces of DNA (ecDNA). These ecDNA do not follow the normal “rules” of chromosomal inheritance, enabling tumours to achieve far higher levels of cancer-causing oncogenes than would otherwise be possible, and licensing cancers with a way to evolve and change their genomes to evade treatments at rates that would be unthinkable for human cells. The altered circular architecture of ecDNAs also changes the way that the cancer-causing genes are regulated and expressed, further contributing to aggressive tumour growth. These unique features make ecDNA-containing cancers especially aggressive and difficult to treat. Cancer patients whose tumours harbour ecDNA have markedly shorter survival. Despite being first seen over fifty years ago, the critical importance of ecDNA has only recently come to light, and the scale of the problem is substantial. ecDNAs are present in nearly half of all human cancer types and up-to a third of all cancer patients. The collective current understanding of how ecDNA form, how they function, how they move around the cell, how they evolve to resist treatment, how they impact the immune system, and how they can be effectively targeted are lacking. We bring together an internationally recognized, pioneering interdisciplinary team of cancer biologists, geneticists, computer scientists, evolutionary biologists, mathematicians, clinicians, and patient advocates to boldly create novel insights and resources and to provide transformative solutions to one of Cancer’s Grand Challenges.  A core team of experienced and productive ecDNA investigators will work with new investigators in the ecDNA and cancer fields to bring completely new perspectives and approaches to this daunting challenge. By bridging cutting-edge and diverse approaches and insights from cancer genomics, yeast genetics, epigenomics, artificial genome synthesis, longitudinal patient tracking, combinatorial and machine learning algorithms, mathematical modelling, immunobiology, and innovative chemistry we will develop a new understanding of the role of ecDNA in cancer, and we will find new ways to drug the undruggable. This bold programme, which consists of 7 work packages and a committed international infrastructure, generates new and unusual collaborations that would simply be impossible under any other type of funding mechanism. Our programme endeavours to foster bold innovative solutions to one of the hardest problems in cancer and to one of the greatest challenges facing cancer patients."
HRCS22_18569,CANcer Cachexia Action Network (CANCAN),"Background: Cancer cachexia (CC) is a systemic, metabolic wasting syndrome featuring body weight loss due to skeletal muscle and adipose tissue wasting. CC is suffered by ~80% of cancer patients that causes reduced performance status, intolerance to chemotherapy, and increased mortality. This debilitating condition is poorly understood and has no effective treatment. If CC therapy existed, it would improve treatment responses, increase quality of life, and prolong survival. With 50 years of study, the field has focused on defining pathways that promote atrophy in the end-organs most affected my cachexia. While this work has been fruitful, it has not led to identification of the upstream mediators of CC, nor has it generated effective therapies. There is an urgent need for high-quality discovery science and more detailed clinical phenotyping.   We have created a virtual institute comprised of diverse, international, multidisciplinary scientists and clinicians with expertise in cancer, metabolism, neuroendocrine function, immunology, human metabolic diseases, preclinical models, and clinical phenotyping. We hypothesize that CC is driven by tumor-intrinsic factors that activate neurohormonal sickness pathways, which then induce anorexia, metabolic dysfunction, and tissue atrophy.   Aims:  Project 1 – Identification of cancer-induced systemic metabolic dysregulation.   Project 2 – Determination of tumor-immune drivers of cachexia. Project 3 – Defining the neuroendocrine response to cancer. Project 4 – Identification of clinical cachexia subtypes.  Methods: Our approach involves sophisticated measures of host-tumor interactions including innovative investigation of (1) systemic metabolic flux in mice using isotope tracing, imaging mass spectroscopy, dynamic nuclear imaging, and dietary and pharmacologic interventions; (2) cellular components and secreted factors from the tumor microenvironment using imaging mass cytometry, patient-derived organoid xenografts, microbial toxins, and CRISPR-based manipulations; (3) central pathways regulating appetite, behavior, and peripheral organ metabolism using human metabolic phenotyping, optogenetic, and pharmacological methods. We will perform the largest, most comprehensive observational study in CC subjects to thoroughly define CC subtypes and their clinical biomarkers using epidemiologic tools, novel image segmentation algorithms, and cluster analyses.  How the results will be used: (1) Develop dietary and pharmacological strategies to reverse metabolic dysfunction. (2) Develop pharmacologic strategies to manipulate the cells, secreted factors, and microbiota that promote CC. (3) Target the pertinent central pathways regulating appetite and sickness behavior. (4) Identify blood, imaging, and histologic biomarkers that define clinically relevant subsets of CC.  (5) Establish CC “centers of excellence” that will deliver high quality, multi-modal therapy and serve as recruitment centers for future clinical trials."
HRCS22_18789,PROMINENT: Discovering the molecular signatures of cancer PROMotion to INform prevENTion,"Abstract  Background The cancer research community is on the verge of a major leap in our understanding of the factors that contribute to human cancer risk. While it is clear that mutations in DNA, either spontaneous or environmentally induced, are essential for cancer development, recent advances have highlighted the importance of non-mutagenic factors as rate-limiting determinants of cancer risk in human populations and in mouse cancer models. The root causes of human cancer have been widely debated, but most of the emphasis has been on the origins of the “driver” mutations that are ubiquitous in human tumours. Although epidemiology studies have highlighted the possible roles of lifestyle factors such as obesity, alcohol consumption, inflammation and poor diet in cancer risk, it has generally been assumed that these act directly or indirectly to cause mutations in DNA, thus contributing to tumour mutational burden resulting in increased cancer risk. In contrast, recent sequencing studies have uncovered abundant mutations in normal human tissues, suggesting that even strong cancer driver mutations are not sufficient for cancer formation.  These results were presaged by studies of mouse tumour models, some carried out more than 50 years ago, showing that promotion is the rate-limiting step in tumour development.   Aims and Methods To identify the mechanisms that control mutated normal cells, and to elucidate the precise mechanisms by which promoting factors stimulate the conversion of these cells to neoplastic growth, we have assembled a multidisciplinary team of investigators with wide-ranging experience in epidemiology, genetics, computational network analysis and machine learning, tissue imaging of gene expression, single cell transcriptomics, and genome-wide CRISPR functional screens . We will focus on a unique collection of several thousand human normal and matched tumour samples from >20 countries, including regions of both high and low cancer risk. Detailed risk factor information and whole genome sequence data is available from all these samples as part of the Grand Challenge Mutographs study.  Analysis of these samples, together with detailed intervention studies in human populations, mouse models and human organoids, will  allow us to develop a roadmap of tumour promotion from single normal cells carrying driver mutations, through to malignant progression. These studies will facilitate identification of the causative environmental factors that promote cancer,  and provide routes to new methods and approaches to cancer prevention based on a deeper understanding of the process of initiated cell selection by tumour promoting agents."
HRCS22_18806,Exploiting the Epigenome to Control Cancer-Promoting Gene-Expression Programs in Breast Cancer Brain Metastasis,"Background:  Despite the development of many treatment options targeting breast cancer, up to 30% of patients with secondary disease are likely to develop brain metastasis and ultimately succumb to metastatic progression. A major limitation in the development of targeted anti-metastatic therapies specific to brain metastasis is a lack of understanding of the biological drivers of this process.   Aims:   The main aim of this project is to gain a better understanding of brain metastasis by identifying underlying epigenetic alterations. The project will focus on evaluating the efficacy of epigenetic-modulating therapies in brain metastasis and defining the epigenetic changes that drive brain metastasis progression. Overarching aim is to identify new treatment strategies that may improve patient outcomes.  Technique and Methodology:  Epigenomic landscape of brain metastatic tumour material in a cohort of patient-matched primary and metastatic tissues will be profiled using RNA-seq, ChIP-seq and computational approaches. Brain metastasis-specific alterations in promoter and enhancer H3K4me2 and H3K27me3 activity will classify aberrant gene activity and identify enriched epigenetic/transcription factors orchestrating the epigenetic re-programming. The potential to modify and target the identified pro-metastatic epigenetic programmes will be investigated using a large screen of epigenetic-modulating therapies in wide-ranging  in vitro, ex vivo and in vivo pre-clinical models of breast cancer brain metastasis.  Impact on breast cancer research:  Brain metastasis represents one of the most devastating aspects of breast cancer.  Discovering epigenetic changes that occur during progression and development of brain metastasis will reveal key cancer drivers. Successful completion of the proposed aims will provide crucial insight into the mechanism underlying the most malevolent step of metastatic spread, thereby establishing the molecular foundation necessary to develop new treatments and strategies that will lead to improving long-term outcomes and quality of life of brain metastasis patients."
HRCS22_19013,OPTIMISTICC: OPportunity To Investigate the Microbiome’s Impact on Science and Treatment In Colorectal Cancer,"Summary of Work Package 2 ""Epidemiological correlates of the colorectal cancer microbiome""  Dietary, lifestyle, and environmental factors can all influence the structure and function of the gut microbiome. Likewise, many of these factors also contribute to carcinogenesis, potentially through modifying the microbiome and/or its interactions with the intestinal epithelium. To better understand the role of these aetiologic factors in tumour development, we will examine key epidemiologic features in relation to the tumor tissue microbiome, and incidence of bowel tumors subclassified by tumor microbial features. Among exposures, we will analyze demographics (where individuals have lived); ethnicity; socioeconomic status; fibre and other components of diet; consumption of alcohol, sugar-sweetened beverages, coffee and tea; smoking; physiological and physical activity indices such as body mass index, exercise, sedentary lifestyle, sleeping habits, and bowel movements; and use of medications (such as non-steroidal anti-inflammatory drugs and statins). In addition, we will analyze the tumour microbiome according to biogeography within the colon and rectum. Local, biogeographical features will thus be analysed alongside environmental and lifestyle factors in the assessment of their interactions with the tumour microbiome. The analyses proposed for WP2 will have impact in two ways. First, the long-term history and future follow-up of the epidemiological cohorts enables the creation of a valuable data resource for future studies of the tumor tissue microbiome, in addition to those already proposed here. This Work Package 2 can drive future studies of the colorectal cancer (CRC) microbiome as additional technologies (e.g. long-read or single-cell microbial sequencing) become practical at epidemiologic scale. Second, understanding the influence of specific dietary components and other environmental factors in altering gut microorganisms and their roles in colorectal cancer will help us to discover novel mechanisms of cancer progression and outcome. Our study overall thus holds the potential both to develop novel early-stage diagnostics predicting the onset or outcome of CRC and to engineer personalized preventative and therapeutic measures to reduce an individual’s risk of developing colorectal cancer and of progressing to more advanced disease."
